pr_number,repo,created_at,merged_at,additions,deletions,changed_files_count,commits_count
2344,accumulo,2021-11-03T07:24:23Z,2021-11-04T01:27:56Z,238,169,5,2
2349,accumulo,2021-11-08T16:27:22Z,2021-11-24T11:33:35Z,7,6,1,6
2358,accumulo,2021-11-16T15:56:54Z,2021-11-19T15:42:48Z,1044,24,17,9
2367,accumulo,2021-11-22T21:13:57Z,2021-11-24T17:52:29Z,211,16,10,3
2369,accumulo,2021-11-29T15:12:17Z,2021-11-29T17:44:45Z,77,1,2,4
2374,accumulo,2021-12-02T12:20:49Z,2021-12-10T07:00:53Z,5,1,1,5
2376,accumulo,2021-12-07T01:51:13Z,2021-12-08T14:50:27Z,2,3,2,1
2377,accumulo,2021-12-10T05:42:31Z,2021-12-10T21:59:07Z,9,22,7,2
2378,accumulo,2021-12-10T13:31:42Z,2021-12-10T18:08:00Z,4,0,1,1
2385,accumulo,2021-12-13T21:52:06Z,2021-12-15T22:14:50Z,178,44,7,5
2390,accumulo,2021-12-15T21:49:46Z,2021-12-15T22:02:49Z,1,1,1,1
2392,accumulo,2021-12-17T13:24:29Z,2021-12-21T13:37:40Z,9,4,2,2
2394,accumulo,2021-12-17T21:33:13Z,2022-01-07T01:05:55Z,69,73,2,1
2396,accumulo,2021-12-20T18:53:42Z,2021-12-21T18:26:45Z,26,1,3,9
2397,accumulo,2021-12-21T16:48:52Z,2022-02-19T14:52:21Z,16,4,1,4
2398,accumulo,2021-12-21T21:09:03Z,2022-01-03T13:10:05Z,22,2,2,5
2399,accumulo,2021-12-21T21:20:16Z,2022-01-03T12:40:17Z,22,3,2,3
2400,accumulo,2021-12-27T18:53:31Z,2021-12-28T14:47:19Z,51,51,45,2
2403,accumulo,2021-12-29T19:26:49Z,2022-01-03T13:57:15Z,69,72,7,2
2407,accumulo,2022-01-03T19:02:44Z,2022-01-04T21:09:55Z,24,23,13,2
2408,accumulo,2022-01-04T19:57:26Z,2022-01-05T17:02:17Z,96,0,1,2
2409,accumulo,2022-01-05T18:52:55Z,2022-01-05T19:08:27Z,1,1,1,1
2410,accumulo,2022-01-06T10:06:17Z,2022-01-07T05:30:48Z,18,42,1,1
2418,accumulo,2022-01-13T22:03:58Z,2022-01-14T14:43:47Z,0,9,1,1
2419,accumulo,2022-01-18T21:24:42Z,2022-01-19T20:49:11Z,2,1,1,1
2421,accumulo,2022-01-19T18:21:45Z,2022-01-20T14:30:06Z,14,23,1,2
2424,accumulo,2022-01-21T03:20:32Z,2022-01-21T03:36:03Z,25,9,6,1
2425,accumulo,2022-01-21T12:22:30Z,2022-01-21T23:34:43Z,164,133,7,1
2426,accumulo,2022-01-21T17:28:58Z,2022-01-26T11:37:48Z,28,7,1,4
2429,accumulo,2022-01-23T11:43:29Z,2022-01-24T14:33:47Z,2,0,1,1
2430,accumulo,2022-01-25T13:10:27Z,2022-01-25T14:16:07Z,5,0,1,1
2432,accumulo,2022-01-26T14:44:44Z,2022-01-28T15:33:48Z,260,98,40,2
2434,accumulo,2022-01-26T21:05:58Z,2022-01-27T17:58:35Z,20,10,1,1
2435,accumulo,2022-01-27T17:25:32Z,2022-01-27T20:45:08Z,629,484,69,2
2436,accumulo,2022-01-27T20:52:03Z,2022-01-27T21:13:36Z,189,236,10,1
2437,accumulo,2022-01-28T08:52:57Z,2022-01-28T09:39:17Z,50,54,5,2
2442,accumulo,2022-01-31T12:21:39Z,2022-01-31T12:55:36Z,189,29,8,1
2444,accumulo,2022-02-01T13:34:13Z,2022-02-01T14:01:44Z,11,0,6,1
2445,accumulo,2022-02-01T15:05:59Z,2022-02-01T16:05:45Z,2,1,1,2
2446,accumulo,2022-02-01T15:34:55Z,2022-02-01T15:56:00Z,2,2,1,1
2452,accumulo,2022-02-01T21:32:23Z,2022-02-01T23:00:42Z,47,76,2,1
2453,accumulo,2022-02-01T23:04:18Z,2022-02-02T15:39:02Z,0,5,1,1
2454,accumulo,2022-02-02T05:00:26Z,2022-02-02T15:41:48Z,3,5,2,1
2460,accumulo,2022-02-03T16:48:02Z,2022-02-03T17:33:53Z,50,50,35,1
2461,accumulo,2022-02-03T18:15:23Z,2022-02-03T19:45:13Z,9,7,2,1
2462,accumulo,2022-02-03T19:11:55Z,2022-02-04T18:13:53Z,215,4,7,5
2470,accumulo,2022-02-07T17:24:10Z,2022-02-08T13:10:11Z,44,86,8,3
2471,accumulo,2022-02-07T18:52:55Z,2022-02-08T13:15:06Z,31,32,5,1
2476,accumulo,2022-02-09T19:22:12Z,2022-02-10T13:52:45Z,3,7,1,2
2477,accumulo,2022-02-09T21:04:21Z,2022-02-09T21:37:54Z,5,5,3,1
2480,accumulo,2022-02-10T15:31:20Z,2022-02-10T20:16:40Z,9,9,7,1
2481,accumulo,2022-02-10T15:52:31Z,2022-02-10T17:50:15Z,5,0,1,1
2485,accumulo,2022-02-10T18:34:22Z,2022-02-10T18:53:07Z,2,15,1,1
2490,accumulo,2022-02-14T14:36:16Z,2022-02-14T20:38:46Z,511,314,12,4
2493,accumulo,2022-02-14T17:15:14Z,2022-02-14T19:27:49Z,0,3,1,2
2496,accumulo,2022-02-14T21:23:52Z,2022-02-15T20:40:32Z,34,11,4,3
2499,accumulo,2022-02-15T19:30:05Z,2022-02-16T18:49:02Z,29,56,12,2
2500,accumulo,2022-02-15T21:00:18Z,2022-02-16T00:28:17Z,111,52,9,1
2503,accumulo,2022-02-16T20:26:09Z,2022-02-18T09:49:10Z,957,830,7,3
2505,accumulo,2022-02-17T16:15:14Z,2022-02-17T16:41:11Z,1,1,1,1
2507,accumulo,2022-02-17T19:34:45Z,2022-02-18T11:58:50Z,94,41,4,1
2508,accumulo,2022-02-17T19:59:10Z,2022-02-17T20:13:44Z,1,1,1,1
2514,accumulo,2022-02-21T05:10:47Z,2022-02-21T05:35:25Z,57,3,4,1
2516,accumulo,2022-02-23T00:14:42Z,2022-03-01T06:00:03Z,5,15,3,1
2517,accumulo,2022-02-23T10:58:37Z,2022-02-23T18:46:05Z,536,639,87,2
2521,accumulo,2022-02-23T19:51:26Z,2022-02-24T04:38:48Z,11,9,5,1
2522,accumulo,2022-02-24T05:54:28Z,2022-02-24T14:32:25Z,45,246,15,1
2526,accumulo,2022-02-24T21:38:36Z,2022-02-24T22:14:14Z,2,0,1,1
2528,accumulo,2022-02-25T18:09:40Z,2022-02-28T14:13:58Z,6,4,4,1
2530,accumulo,2022-02-26T01:20:25Z,2022-02-28T17:22:12Z,133,1,2,4
2533,accumulo,2022-02-28T19:04:15Z,2022-02-28T21:07:43Z,33,25,12,1
2534,accumulo,2022-02-28T19:36:37Z,2022-02-28T21:06:11Z,14,17,4,1
2537,accumulo,2022-03-02T03:17:23Z,2022-03-02T15:18:47Z,9,3,5,1
2538,accumulo,2022-03-02T06:34:24Z,2022-03-02T15:19:30Z,36,46,10,1
2539,accumulo,2022-03-02T17:40:37Z,2022-03-03T12:46:08Z,3,0,1,2
2543,accumulo,2022-03-03T03:44:05Z,2022-03-03T14:17:41Z,191,217,49,1
2547,accumulo,2022-03-07T19:35:16Z,2022-03-08T20:06:08Z,25,9,3,3
2548,accumulo,2022-03-08T14:08:15Z,2022-03-08T20:00:13Z,4,7,5,1
2549,accumulo,2022-03-08T14:15:52Z,2022-03-09T17:25:11Z,133,96,10,3
2550,accumulo,2022-03-08T14:23:19Z,2022-03-08T16:13:14Z,1,0,1,1
2556,accumulo,2022-03-09T17:54:49Z,2022-03-09T19:25:47Z,4,4,1,1
2559,accumulo,2022-03-09T20:23:09Z,2022-03-09T20:48:17Z,22,53,1,1
2562,accumulo,2022-03-10T16:32:37Z,2022-03-11T12:11:32Z,72,23,2,3
2565,accumulo,2022-03-14T20:15:31Z,2022-03-15T17:07:38Z,257,206,35,2
2568,accumulo,2022-03-15T19:58:40Z,2022-03-16T01:03:00Z,18,14,2,1
2571,accumulo,2022-03-17T15:46:38Z,2022-03-17T16:15:12Z,98,96,20,1
2572,accumulo,2022-03-17T15:49:55Z,2022-03-17T16:14:05Z,8,8,1,1
2576,accumulo,2022-03-17T22:02:28Z,2022-03-17T22:49:17Z,10,39,2,1
2578,accumulo,2022-03-18T15:59:20Z,2022-03-21T13:16:35Z,139,86,16,1
2579,accumulo,2022-03-18T16:42:15Z,2022-03-21T13:13:38Z,58,32,4,1
2580,accumulo,2022-03-18T19:18:03Z,2022-03-30T15:21:19Z,471,310,151,3
2582,accumulo,2022-03-22T13:24:28Z,2022-03-23T13:09:35Z,114,2,2,1
2583,accumulo,2022-03-22T18:03:20Z,2022-03-24T14:05:44Z,57,32,3,7
2585,accumulo,2022-03-23T17:58:42Z,2022-03-24T13:30:08Z,3,3,1,1
2587,accumulo,2022-03-23T19:35:47Z,2022-03-24T13:19:31Z,14,14,4,1
2588,accumulo,2022-03-23T20:12:26Z,2022-03-24T13:46:25Z,25,30,4,2
2589,accumulo,2022-03-24T16:40:24Z,2022-03-25T11:35:47Z,25,30,2,1
2590,accumulo,2022-03-25T13:14:30Z,2022-03-25T17:05:13Z,2,4,1,1
2591,accumulo,2022-03-25T14:04:55Z,2022-03-25T17:24:35Z,18,2,2,1
2593,accumulo,2022-03-25T18:29:03Z,2022-03-29T20:07:37Z,6,5,2,2
2594,accumulo,2022-03-25T18:55:00Z,2022-03-28T13:28:49Z,21,1,5,2
2597,accumulo,2022-03-28T13:39:22Z,2022-03-29T15:32:07Z,5,1,1,1
2599,accumulo,2022-03-29T16:38:09Z,2022-03-31T15:10:51Z,6,1,2,1
2604,accumulo,2022-03-31T17:23:25Z,2022-04-04T12:38:05Z,5,4,2,1
2608,accumulo,2022-04-04T17:43:43Z,2022-04-12T21:59:59Z,111,65,7,4
2610,accumulo,2022-04-06T12:54:51Z,2022-04-06T14:50:25Z,30,31,1,1
2611,accumulo,2022-04-06T17:34:28Z,2022-04-12T00:36:22Z,2,3,1,1
2612,accumulo,2022-04-06T20:55:48Z,2022-04-11T23:57:10Z,255,227,4,3
2615,accumulo,2022-04-07T17:47:30Z,2022-04-11T21:18:50Z,42,42,6,1
2617,accumulo,2022-04-07T19:55:58Z,2022-04-12T04:23:03Z,20,28,3,1
2622,accumulo,2022-04-11T18:10:00Z,2022-04-26T13:35:50Z,22,0,3,3
2625,accumulo,2022-04-12T04:21:33Z,2022-04-12T04:45:39Z,77,87,18,1
2628,accumulo,2022-04-13T18:49:08Z,2022-04-13T19:23:03Z,8,3,2,2
2629,accumulo,2022-04-13T19:19:25Z,2022-04-14T01:59:42Z,17,2,4,1
2631,accumulo,2022-04-15T12:42:55Z,2022-04-19T11:31:11Z,8,0,1,1
2637,accumulo,2022-04-18T12:55:38Z,2022-04-18T13:33:18Z,2,2,1,1
2639,accumulo,2022-04-19T17:19:11Z,2022-04-20T12:46:20Z,85,3,4,2
2643,accumulo,2022-04-20T17:47:04Z,2022-04-21T12:03:15Z,19740,19494,18,3
2645,accumulo,2022-04-20T21:46:13Z,2022-04-21T11:00:18Z,51,16,3,1
2646,accumulo,2022-04-22T16:02:45Z,2022-04-28T13:05:52Z,111,222,25,5
2648,accumulo,2022-04-22T20:46:04Z,2022-04-28T11:24:11Z,37,12,4,3
2649,accumulo,2022-04-25T15:48:57Z,2022-04-25T17:39:17Z,5,2,1,1
2651,accumulo,2022-04-26T15:25:17Z,2022-04-27T11:06:18Z,11,26,2,5
2655,accumulo,2022-04-27T16:44:23Z,2022-04-28T17:40:34Z,12,8,3,2
2656,accumulo,2022-04-27T17:47:20Z,2022-04-28T11:05:28Z,37,39,2,1
2657,accumulo,2022-04-27T20:50:07Z,2022-04-28T07:15:49Z,57,78,20,2
2658,accumulo,2022-04-28T10:10:17Z,2022-04-28T17:47:21Z,159,255,17,1
2661,accumulo,2022-04-28T17:50:40Z,2022-04-28T20:06:58Z,670,449,12,4
2672,accumulo,2022-05-03T17:11:07Z,2022-05-04T20:12:13Z,175,58,5,2
2678,accumulo,2022-05-05T12:20:58Z,2022-05-06T15:29:39Z,18,10,2,3
2683,accumulo,2022-05-07T00:25:28Z,2022-05-07T00:44:45Z,3,3,2,1
2684,accumulo,2022-05-09T18:00:53Z,2022-05-11T16:10:18Z,7,7,1,1
2686,accumulo,2022-05-10T12:51:04Z,2022-05-10T14:46:57Z,11,13,4,2
2693,accumulo,2022-05-11T20:20:01Z,2022-05-11T22:32:01Z,84,67,1,1
2694,accumulo,2022-05-12T12:56:06Z,2022-05-12T14:26:21Z,5,4,1,1
2702,accumulo,2022-05-13T15:14:57Z,2022-05-13T16:35:29Z,515,404,1,1
2704,accumulo,2022-05-14T12:21:09Z,2022-05-14T23:09:38Z,8,2,1,1
2705,accumulo,2022-05-16T04:17:45Z,2022-05-16T12:31:49Z,10,1631,3,2
2706,accumulo,2022-05-16T04:35:07Z,2022-05-16T12:32:04Z,102,102,102,2
2710,accumulo,2022-05-16T19:41:00Z,2022-05-17T15:15:51Z,0,109,2,1
2714,accumulo,2022-05-17T13:05:03Z,2022-05-17T20:58:03Z,6,1,1,3
2722,accumulo,2022-05-23T15:53:40Z,2022-05-23T16:25:07Z,1,0,1,1
2726,accumulo,2022-05-24T00:54:43Z,2022-05-24T01:17:25Z,4,3,2,1
2727,accumulo,2022-05-24T08:21:54Z,2022-05-24T17:18:28Z,166,225,11,1
2728,accumulo,2022-05-24T09:05:05Z,2022-05-24T13:19:15Z,10,3,5,1
2730,accumulo,2022-05-25T03:58:45Z,2022-06-01T18:04:49Z,71,16,4,2
2734,accumulo,2022-05-25T18:47:40Z,2022-05-26T03:00:23Z,13,20,4,2
2737,accumulo,2022-05-26T13:47:14Z,2022-05-26T16:41:47Z,35,12,4,2
2738,accumulo,2022-05-26T14:22:05Z,2022-05-26T17:21:23Z,2,3,1,1
2740,accumulo,2022-05-27T05:20:37Z,2022-06-01T21:50:02Z,376,358,27,2
2742,accumulo,2022-05-27T14:26:55Z,2022-05-31T12:14:30Z,64,15,2,2
2743,accumulo,2022-05-27T18:07:15Z,2022-05-31T10:54:51Z,8,0,1,1
2748,accumulo,2022-05-31T14:18:26Z,2022-05-31T16:08:07Z,5,1,1,1
2752,accumulo,2022-06-02T17:16:43Z,2022-06-29T18:49:41Z,85,103,3,6
2756,accumulo,2022-06-06T18:39:30Z,2022-06-07T10:58:26Z,12,8,1,2
2758,accumulo,2022-06-07T14:40:47Z,2022-06-08T04:59:20Z,81,91,11,6
2764,accumulo,2022-06-09T17:58:37Z,2022-06-10T11:24:17Z,4,6,4,2
2766,accumulo,2022-06-10T12:25:24Z,2022-06-13T14:20:05Z,19,1,2,1
2768,accumulo,2022-06-10T15:58:12Z,2022-06-10T16:15:20Z,1,1,1,1
2773,accumulo,2022-06-13T18:57:11Z,2022-06-15T12:48:30Z,99,0,2,2
2777,accumulo,2022-06-14T14:30:06Z,2022-06-15T13:38:00Z,2,2,1,3
2779,accumulo,2022-06-15T16:04:48Z,2022-06-16T10:35:46Z,5,1,1,1
2781,accumulo,2022-06-17T14:24:41Z,2022-06-17T21:08:18Z,16,18,6,1
2791,accumulo,2022-06-28T21:41:21Z,2022-06-29T14:16:09Z,20,28,5,1
2794,accumulo,2022-06-29T18:41:48Z,2022-06-30T10:56:12Z,139,62,2,3
2795,accumulo,2022-06-30T13:24:40Z,2022-07-21T15:39:01Z,1,1,1,1
2796,accumulo,2022-06-30T18:08:14Z,2022-07-06T13:23:38Z,77,162,11,3
2800,accumulo,2022-07-06T14:01:38Z,2022-07-08T14:24:11Z,215,5,3,1
2803,accumulo,2022-07-08T20:55:59Z,2022-07-11T14:11:46Z,31,35,9,1
2804,accumulo,2022-07-11T13:00:44Z,2022-07-21T18:37:21Z,10,10,1,1
2805,accumulo,2022-07-11T13:52:20Z,2022-07-21T15:37:21Z,6,6,1,1
2810,accumulo,2022-07-14T00:07:21Z,2022-07-19T13:04:04Z,6,5,1,1
2822,accumulo,2022-07-21T18:07:18Z,2022-07-25T13:11:22Z,0,1129,19,2
2824,accumulo,2022-07-22T19:05:03Z,2022-07-25T21:38:45Z,72,62,2,3
2825,accumulo,2022-07-25T19:12:36Z,2022-07-25T20:58:26Z,5,6,3,3
2826,accumulo,2022-07-25T19:16:52Z,2022-07-27T20:07:13Z,93,26,11,4
2828,accumulo,2022-07-26T13:55:07Z,2022-07-26T14:14:05Z,0,14,1,1
2829,accumulo,2022-07-26T14:51:02Z,2022-08-01T14:03:17Z,12,12,3,2
2832,accumulo,2022-07-28T13:30:47Z,2022-07-29T20:02:20Z,14,13,2,1
2834,accumulo,2022-07-28T16:45:10Z,2022-08-08T15:14:53Z,94,7,8,3
2836,accumulo,2022-08-01T11:56:24Z,2022-08-01T13:26:22Z,4,1,1,1
2839,accumulo,2022-08-02T13:00:37Z,2022-08-02T13:18:42Z,1,1,1,1
2840,accumulo,2022-08-02T14:11:50Z,2022-08-02T14:37:14Z,2,2,2,1
2843,accumulo,2022-08-02T23:41:52Z,2022-08-03T00:03:45Z,0,1,1,1
2844,accumulo,2022-08-03T01:08:39Z,2022-08-05T14:19:07Z,5,25,4,1
2845,accumulo,2022-08-03T15:18:14Z,2022-08-05T14:58:01Z,5,2,1,4
2846,accumulo,2022-08-03T16:23:11Z,2022-08-03T20:08:57Z,21,0,1,1
2848,accumulo,2022-08-04T13:55:03Z,2022-08-04T14:13:22Z,21,14,1,1
2859,accumulo,2022-08-08T18:14:41Z,2022-08-09T11:13:00Z,24,12,3,1
2860,accumulo,2022-08-08T20:09:58Z,2022-08-10T14:22:34Z,47,0,1,2
2861,accumulo,2022-08-09T13:35:26Z,2022-08-11T14:17:45Z,43,30,9,1
2862,accumulo,2022-08-09T19:44:47Z,2022-08-10T14:48:33Z,1,1,1,1
2863,accumulo,2022-08-09T20:08:02Z,2022-08-15T18:09:40Z,300,313,6,3
2864,accumulo,2022-08-09T21:04:41Z,2022-08-11T11:03:42Z,23,118,15,3
2865,accumulo,2022-08-10T13:14:00Z,2022-08-12T11:41:04Z,5,5,1,1
2866,accumulo,2022-08-10T13:42:42Z,2022-08-11T11:06:03Z,4,3,1,1
2868,accumulo,2022-08-10T16:14:38Z,2022-08-11T11:04:55Z,33,0,2,2
2871,accumulo,2022-08-10T18:56:07Z,2022-08-11T12:07:33Z,1,1,1,1
2873,accumulo,2022-08-11T15:26:48Z,2022-08-12T11:40:07Z,7,0,1,3
2874,accumulo,2022-08-11T17:37:26Z,2022-08-12T12:43:32Z,55,39,5,1
2876,accumulo,2022-08-11T20:29:32Z,2022-08-12T11:35:53Z,4,4,1,1
2877,accumulo,2022-08-12T15:44:16Z,2022-08-12T19:16:11Z,12,1,3,1
2880,accumulo,2022-08-12T21:22:53Z,2022-08-23T14:24:34Z,25,10,1,2
2887,accumulo,2022-08-22T11:44:40Z,2022-08-23T11:02:39Z,28,28,1,2
2892,accumulo,2022-08-23T16:55:34Z,2022-08-23T17:25:43Z,11,2,2,1
2895,accumulo,2022-08-25T18:55:08Z,2022-08-26T13:47:55Z,108,52,2,2
2896,accumulo,2022-08-26T15:40:57Z,2022-09-02T17:19:26Z,231,162,12,5
2897,accumulo,2022-08-26T17:01:55Z,2022-08-29T13:55:24Z,1,1,1,1
2901,accumulo,2022-08-29T16:30:25Z,2022-08-29T19:08:18Z,31,8,7,1
2903,accumulo,2022-08-30T16:05:00Z,2022-08-31T18:16:27Z,92,2,4,5
2904,accumulo,2022-08-30T19:49:24Z,2022-09-01T16:08:05Z,56,58,12,5
2906,accumulo,2022-08-31T05:19:22Z,2022-09-01T17:15:34Z,6,2,1,3
2907,accumulo,2022-08-31T11:38:55Z,2022-08-31T18:07:49Z,17,11,1,1
2911,accumulo,2022-09-01T17:55:44Z,2022-09-01T18:53:30Z,9,4,1,1
2915,accumulo,2022-09-07T15:23:18Z,2022-09-07T16:18:35Z,51,0,1,1
2919,accumulo,2022-09-08T13:58:00Z,2022-09-09T16:13:32Z,43,0,1,4
2921,accumulo,2022-09-09T13:38:01Z,2022-09-12T16:51:46Z,16,4,1,2
2922,accumulo,2022-09-09T14:31:30Z,2022-09-12T11:18:19Z,10,12,1,1
2923,accumulo,2022-09-09T16:53:29Z,2022-09-09T17:13:17Z,1,2,1,1
2927,accumulo,2022-09-12T15:55:24Z,2022-09-13T12:45:14Z,24,63,1,1
2928,accumulo,2022-09-13T17:21:39Z,2022-09-13T19:49:54Z,110,122,1,2
2932,accumulo,2022-09-16T13:00:09Z,2022-09-16T15:16:35Z,33,20,1,1
2935,accumulo,2022-09-16T18:15:15Z,2022-09-22T16:23:35Z,119,11,4,1
2936,accumulo,2022-09-16T21:47:30Z,2022-09-19T00:33:40Z,11,10,3,1
2937,accumulo,2022-09-17T21:23:28Z,2022-09-21T13:38:12Z,91,114,3,2
2947,accumulo,2022-09-21T13:06:48Z,2022-09-22T18:35:48Z,0,151,3,1
2949,accumulo,2022-09-21T19:10:19Z,2022-09-22T15:01:59Z,22,16,1,1
2950,accumulo,2022-09-21T21:05:15Z,2022-09-22T13:46:50Z,161,98,4,2
2953,accumulo,2022-09-23T12:13:30Z,2022-09-23T12:46:17Z,14,1,1,1
2959,accumulo,2022-09-26T12:19:45Z,2022-09-26T13:36:16Z,2,1,1,1
2964,accumulo,2022-09-26T18:37:06Z,2022-09-27T15:30:16Z,28,1,2,2
2966,accumulo,2022-09-26T20:51:11Z,2022-09-30T15:46:19Z,5914,105,105,1
2969,accumulo,2022-09-27T14:20:29Z,2022-09-27T18:48:31Z,14,2,2,2
2970,accumulo,2022-09-27T16:30:43Z,2022-09-28T13:09:49Z,8,2,1,1
2971,accumulo,2022-09-27T16:51:56Z,2022-09-28T10:54:58Z,5,6,1,1
2976,accumulo,2022-09-28T12:48:55Z,2022-09-30T13:01:00Z,6,212,4,1
2981,accumulo,2022-09-28T19:06:56Z,2022-09-29T13:19:10Z,5,2,1,1
2982,accumulo,2022-09-28T20:39:43Z,2022-09-29T14:21:08Z,35,22,1,2
2984,accumulo,2022-09-29T15:07:48Z,2022-09-29T16:46:50Z,37,26,2,1
2985,accumulo,2022-09-29T16:28:03Z,2022-09-29T18:22:26Z,5,32,3,1
2987,accumulo,2022-09-30T14:54:12Z,2022-09-30T19:16:18Z,16,19,1,2
2988,accumulo,2022-09-30T15:53:48Z,2022-09-30T17:09:07Z,73,18,1,1
2989,accumulo,2022-09-30T16:29:14Z,2022-09-30T17:05:51Z,16,3,1,1
3001,accumulo,2022-10-06T16:04:39Z,2022-10-19T21:06:25Z,2,2,1,3
3002,accumulo,2022-10-06T16:58:40Z,2022-10-07T10:51:50Z,0,1,1,1
3008,accumulo,2022-10-07T16:36:00Z,2022-10-07T17:37:23Z,28,6,1,2
3009,accumulo,2022-10-07T17:51:20Z,2022-10-07T23:02:29Z,50,68,1,1
3013,accumulo,2022-10-11T11:02:08Z,2022-10-12T11:45:21Z,105,36,6,2
3014,accumulo,2022-10-11T11:55:39Z,2022-10-14T13:41:30Z,20,5,1,4
3018,accumulo,2022-10-12T17:08:08Z,2022-10-12T17:36:28Z,0,4,1,1
3019,accumulo,2022-10-12T18:12:52Z,2022-10-12T21:10:48Z,11,11,3,1
3020,accumulo,2022-10-12T18:39:29Z,2022-10-12T19:02:15Z,4,1,1,1
3021,accumulo,2022-10-14T12:36:26Z,2022-10-14T17:39:50Z,11,5,1,2
3025,accumulo,2022-10-14T18:59:22Z,2022-10-17T21:08:51Z,15,15,2,4
3028,accumulo,2022-10-18T09:41:23Z,2022-10-18T11:50:13Z,5,3,1,1
3029,accumulo,2022-10-18T13:41:22Z,2022-10-18T15:02:24Z,18,18,5,1
3030,accumulo,2022-10-18T20:04:39Z,2022-10-18T20:31:27Z,7,12,1,1
3032,accumulo,2022-10-19T19:12:05Z,2022-10-19T19:53:16Z,45,19,5,2
3034,accumulo,2022-10-19T19:50:07Z,2022-10-19T20:46:23Z,10,8,2,1
3035,accumulo,2022-10-20T03:20:01Z,2022-10-20T04:16:54Z,690,692,351,1
3036,accumulo,2022-10-20T22:07:28Z,2022-10-24T02:11:13Z,92,49,1,3
3038,accumulo,2022-10-24T18:22:10Z,2022-10-24T20:01:48Z,5,3,2,1
3043,accumulo,2022-10-25T18:17:15Z,2022-10-25T20:14:35Z,33,10,1,1
3044,accumulo,2022-10-25T19:35:07Z,2022-10-25T22:24:25Z,52,4,3,3
3047,accumulo,2022-10-26T14:42:22Z,2022-10-26T17:13:08Z,21,0,1,3
3049,accumulo,2022-10-26T16:31:56Z,2022-10-26T17:06:19Z,7,3,2,1
3051,accumulo,2022-10-26T22:51:08Z,2022-10-27T05:20:07Z,1,1,1,1
3054,accumulo,2022-10-28T13:42:49Z,2022-11-01T17:18:15Z,2,2,1,1
3059,accumulo,2022-11-01T00:00:40Z,2022-11-02T16:55:55Z,131,29,3,3
3061,accumulo,2022-11-01T17:21:19Z,2022-11-01T17:53:34Z,2,2,1,1
3063,accumulo,2022-11-01T21:46:11Z,2022-11-03T19:12:18Z,106,57,4,3
3070,accumulo,2022-11-07T17:54:10Z,2022-11-07T21:35:08Z,23,48,3,1
3071,accumulo,2022-11-08T05:53:32Z,2022-11-08T14:53:35Z,6,8,1,1
3073,accumulo,2022-11-08T23:42:19Z,2022-11-09T04:10:14Z,162,2012,25,2
3074,accumulo,2022-11-09T07:07:09Z,2022-11-10T15:37:34Z,99,917,15,4
3077,accumulo,2022-11-14T20:05:20Z,2022-11-15T12:56:39Z,15,0,2,2
3079,accumulo,2022-11-15T16:26:41Z,2022-11-16T14:58:06Z,56,14,6,3
3088,accumulo,2022-11-19T15:08:11Z,2022-12-05T11:03:35Z,32,0,4,2
3089,accumulo,2022-11-21T07:45:54Z,2022-11-22T04:27:51Z,20,8,6,1
3099,accumulo,2022-11-30T23:25:41Z,2022-12-01T11:44:57Z,2,0,1,3
3101,accumulo,2022-12-01T17:23:27Z,2022-12-01T18:12:55Z,15,32,6,1
3102,accumulo,2022-12-01T18:15:59Z,2022-12-01T18:40:52Z,13,26,4,2
3103,accumulo,2022-12-02T16:24:17Z,2022-12-04T16:00:35Z,34,8,1,2
3114,accumulo,2022-12-09T17:38:47Z,2022-12-14T10:47:16Z,2,335,7,1
3117,accumulo,2022-12-09T18:13:51Z,2022-12-14T22:24:52Z,0,4155,13,2
3119,accumulo,2022-12-12T18:44:46Z,2022-12-14T21:54:00Z,2137,2161,37,2
3127,accumulo,2022-12-14T20:36:06Z,2022-12-14T21:55:39Z,44,18,5,1
3128,accumulo,2022-12-15T06:06:14Z,2022-12-16T18:47:16Z,0,37,1,1
3132,accumulo,2022-12-17T04:51:16Z,2022-12-17T16:57:32Z,3,3,1,1
3133,accumulo,2022-12-17T13:37:39Z,2022-12-17T22:50:26Z,0,8,2,1
3137,accumulo,2022-12-19T21:08:30Z,2023-01-05T16:16:27Z,495,13,4,10
3141,accumulo,2022-12-27T22:37:15Z,2023-01-05T14:06:38Z,23,17,6,2
3142,accumulo,2022-12-28T15:13:40Z,2023-01-26T16:45:49Z,350,21,11,17
3150,accumulo,2023-01-04T18:02:33Z,2023-01-17T15:58:24Z,133,25,2,3
3152,accumulo,2023-01-06T13:17:45Z,2023-01-17T12:45:37Z,134,22,6,3
3154,accumulo,2023-01-06T18:11:11Z,2023-01-06T18:35:48Z,4,12,1,1
3155,accumulo,2023-01-06T19:50:35Z,2023-01-06T20:09:16Z,39,0,1,1
3158,accumulo,2023-01-09T15:08:24Z,2023-01-10T16:03:33Z,3,2,1,1
3163,accumulo,2023-01-17T16:13:31Z,2023-01-17T16:32:46Z,133,25,2,1
3165,accumulo,2023-01-19T17:38:50Z,2023-01-19T21:46:18Z,356,1,4,1
3171,accumulo,2023-01-24T22:14:19Z,2023-01-25T11:36:56Z,6,0,1,1
3179,accumulo,2023-02-01T15:47:27Z,2023-02-01T19:02:45Z,28,33,2,2
3184,accumulo,2023-02-02T20:25:32Z,2023-02-06T16:26:27Z,3,3,1,2
