pr_number,repo,created_at,merged_at,additions,deletions,changed_files_count,commits_count
357,wicket,2019-05-02T15:00:03Z,2019-05-02T15:34:56Z,36,26,5,1
385,wicket,2019-09-30T12:47:33Z,2019-10-09T13:06:17Z,140,7,2,2
428,wicket,2020-05-05T16:58:53Z,2020-05-05T17:09:12Z,78,25,3,1
430,wicket,2020-05-06T12:35:41Z,2020-05-06T22:22:09Z,22,20,3,1
452,wicket,2020-09-13T09:25:10Z,2020-09-14T17:42:12Z,32,37,2,1
453,wicket,2020-09-22T14:40:47Z,2020-09-25T00:37:35Z,17,8,1,1
455,wicket,2020-09-29T15:27:34Z,2020-09-30T08:01:43Z,5,1,1,1
456,wicket,2020-10-02T08:35:47Z,2020-10-02T09:49:05Z,55,34,2,1
462,wicket,2021-02-07T14:53:06Z,2021-03-18T18:21:37Z,650,199,17,16
487,wicket,2021-12-21T13:59:50Z,2021-12-22T14:49:43Z,40,14,8,6
495,wicket,2022-01-27T16:03:49Z,2022-01-27T18:35:37Z,156,4,4,1
504,wicket,2022-03-22T10:50:41Z,2022-03-23T19:52:08Z,2,1,1,1
528,wicket,2022-06-03T12:28:36Z,2022-07-01T10:30:07Z,15,15,15,1
535,wicket,2022-09-03T18:25:18Z,2022-09-05T13:34:21Z,7,5,1,1
536,wicket,2022-09-03T18:40:32Z,2022-09-05T13:35:13Z,7,5,1,1
558,wicket,2023-03-13T17:44:22Z,2023-03-14T09:54:45Z,215,131,32,2
567,wicket,2023-04-04T09:23:38Z,2023-04-04T10:53:53Z,61,4,2,1
568,wicket,2023-04-05T08:36:20Z,2023-04-05T09:37:46Z,2,2,1,1
574,wicket,2023-04-11T15:28:10Z,2023-04-19T09:46:59Z,24,138,3,1
577,wicket,2023-04-16T10:11:02Z,2023-04-19T09:48:09Z,38,11,2,2
578,wicket,2023-04-16T13:59:07Z,2023-04-19T09:50:12Z,20,15,1,1
581,wicket,2023-04-17T05:55:48Z,2023-04-19T09:46:27Z,2,2,1,1
587,wicket,2023-04-26T18:15:31Z,2023-05-04T18:37:06Z,132,1,2,2
588,wicket,2023-05-01T16:14:24Z,2023-05-04T18:30:26Z,8,3,1,1
593,wicket,2023-06-26T20:00:35Z,2023-06-27T06:59:41Z,35,27,2,1
598,wicket,2023-08-04T15:11:56Z,2023-09-12T08:52:26Z,132,4,3,3
601,wicket,2023-08-24T01:05:39Z,2023-08-24T07:52:31Z,9,9,1,5
604,wicket,2023-08-25T16:45:49Z,2023-08-26T06:07:09Z,47,12,6,2
605,wicket,2023-08-26T06:53:29Z,2023-08-29T17:10:39Z,56,9,7,1
607,wicket,2023-09-11T06:35:58Z,2023-09-11T08:27:47Z,131,24,6,8
621,wicket,2023-09-11T08:44:41Z,2023-09-11T09:36:42Z,6,12,3,2
646,wicket,2023-09-15T09:14:49Z,2023-09-15T09:23:14Z,848,1097,33,1
657,wicket,2023-09-19T20:09:35Z,2023-09-20T07:08:01Z,1,4,8,1
664,wicket,2023-09-27T04:02:24Z,2023-09-27T10:35:51Z,2,1,1,2
665,wicket,2023-09-27T11:45:58Z,2023-09-27T15:44:47Z,14,26,1,1
670,wicket,2023-10-05T15:15:12Z,2023-10-12T11:01:39Z,74,38,1,2
676,wicket,2023-10-10T08:26:34Z,2023-10-11T08:08:47Z,12,15,2,1
683,wicket,2023-10-19T16:38:48Z,2023-10-23T08:18:06Z,19,2,2,2
684,wicket,2023-10-19T17:32:26Z,2023-10-23T08:18:38Z,51,0,2,2
708,wicket,2023-11-22T09:51:58Z,2023-12-04T07:22:49Z,320,181,12,1
709,wicket,2023-11-22T12:35:48Z,2023-12-04T07:23:58Z,43,20,2,1
761,wicket,2024-01-07T16:09:20Z,2024-01-08T08:54:08Z,63,27,2,2
794,wicket,2024-02-20T13:58:42Z,2024-02-26T11:33:05Z,99,89,1,1
798,wicket,2024-02-25T20:09:52Z,2024-02-26T10:19:05Z,42,7,2,3
1690,zookeeper,2021-05-03T06:20:30Z,2023-06-16T19:58:07Z,4004,1,12,24
1697,zookeeper,2021-05-18T00:08:12Z,2023-02-27T14:41:01Z,16,2,2,3
1799,zookeeper,2022-01-26T08:50:09Z,2022-01-26T12:23:10Z,78,35,4,1
1915,zookeeper,2022-08-18T11:22:31Z,2023-07-18T12:04:24Z,49,6,2,8
1942,zookeeper,2022-11-02T05:27:05Z,2022-11-03T05:49:58Z,99,99,24,1
1944,zookeeper,2022-11-09T02:51:52Z,2022-11-14T00:15:58Z,2,2,1,1
1954,zookeeper,2022-12-08T14:52:51Z,2022-12-09T08:56:12Z,55,70,24,1
1968,zookeeper,2022-12-28T08:52:23Z,2023-02-27T06:28:59Z,122,151,1,5
1985,zookeeper,2023-02-23T11:19:34Z,2023-03-08T13:07:17Z,21,2,2,2
1992,zookeeper,2023-03-17T16:15:30Z,2023-03-26T12:20:59Z,13,19,6,1
1994,zookeeper,2023-04-12T10:35:25Z,2023-04-12T16:22:03Z,1,1,1,1
2001,zookeeper,2023-05-30T09:54:03Z,2023-09-02T15:49:21Z,492,63,7,2
2008,zookeeper,2023-06-14T11:42:06Z,2023-06-15T11:58:02Z,269,120,10,3
2016,zookeeper,2023-06-19T15:39:17Z,2023-06-20T08:28:34Z,1,1,1,1
2020,zookeeper,2023-06-22T02:33:03Z,2023-06-23T11:42:24Z,1,1,1,1
2025,zookeeper,2023-06-29T17:22:44Z,2023-07-05T13:46:06Z,36,4,1,4
2031,zookeeper,2023-07-06T07:13:37Z,2023-07-07T01:55:30Z,2,1,1,1
2057,zookeeper,2023-08-31T15:13:00Z,2023-10-05T09:36:35Z,3,0,1,1
2060,zookeeper,2023-09-05T01:41:22Z,2024-02-07T03:10:50Z,4,4,2,1
2063,zookeeper,2023-09-15T13:10:12Z,2023-11-30T16:30:13Z,3,3,1,1
2064,zookeeper,2023-09-15T16:49:06Z,2023-09-30T10:22:22Z,134,1,3,6
2065,zookeeper,2023-09-17T04:13:24Z,2023-09-24T03:04:46Z,622,141,13,2
2067,zookeeper,2023-09-19T12:26:56Z,2023-10-17T05:06:10Z,59,10,2,1
2081,zookeeper,2023-10-16T23:01:53Z,2023-10-17T00:55:25Z,1,1,1,1
2083,zookeeper,2023-10-27T02:43:58Z,2024-02-07T03:21:25Z,3,1,1,1
2087,zookeeper,2023-11-02T10:06:04Z,2023-11-02T11:09:44Z,57,18,4,1
2093,zookeeper,2023-11-28T15:47:24Z,2023-12-04T12:30:16Z,103,1,2,2
2099,zookeeper,2023-12-17T22:43:02Z,2024-02-07T09:30:23Z,23,2,2,2
2100,zookeeper,2023-12-22T07:43:42Z,2024-02-09T11:11:32Z,215,307,29,6
2112,zookeeper,2024-01-25T03:29:48Z,2024-02-07T07:35:30Z,4,4,2,2
2114,zookeeper,2024-01-25T09:31:39Z,2024-01-30T18:09:09Z,2,2,1,3
2115,zookeeper,2024-01-25T10:46:07Z,2024-02-09T16:32:53Z,82,50,10,2
2128,zookeeper,2024-02-05T14:32:24Z,2024-02-06T10:56:09Z,63,37,3,5
2134,zookeeper,2024-02-12T08:32:31Z,2024-02-12T18:40:34Z,64,22,13,1
